"479","kāmas","kāma","Masculine",2,,
"480","kāmukas","kāmuka","Masculine",2,,
"481","kāras","kāra","Masculine",2,,
"482","kārttikas","kārttika","Masculine",2,,
"483","kāliyas","kāliya","Masculine",2,,
"484","kāśmīras","kāśmīra","Masculine",2,,
"485","kāṣṭhatakṣakas","kāṣṭhatakṣaka","Masculine",2,,
"486","kiṃnaras","kiṃnara","Masculine",2,,
"487","kiṭas","kiṭa","Masculine",2,,
"488","kinnaras","kinnara","Masculine",2,,
"489","kimpuruṣas","kimpuruṣa","Masculine",2,,
"490","kiraṇas","kiraṇa","Masculine",2,,
"491","kukkuṭas","kukkuṭa","Masculine",2,,
"492","kukkuras","kukkura","Masculine",2,,
"493","kubjas","kubja","Masculine",2,,
"494","kumāras","kumāra","Masculine",2,,
"495","kumbhas","kumbha","Masculine",2,,
"496","kumbhakāras","kumbhakāra","Masculine",2,,
"497","kurkuṭas","kurkuṭa","Masculine",2,,
"498","kurkuras","kurkura","Masculine",2,,
"499","kulatthas","kulattha","Masculine",2,,
"500","kulālas","kulāla","Masculine",2,,
"501","kuṣmāṇḍas","kuṣmāṇḍa","Masculine",2,,
"502","kūcas","kūca","Masculine",2,,
"503","kūpas","kūpa","Masculine",2,,
"504","kūrmas","kūrma","Masculine",2,,
"505","kṛdantas","kṛdanta","Masculine",2,,
"506","kṛpāṇas","kṛpāṇa","Masculine",2,,
"507","kṛṣakas","kṛṣaka","Masculine",2,,
"508","kṛṣṇas","kṛṣṇa","Masculine",2,,
"509","kṛṣṇavyālas","kṛṣṇavyāla","Masculine",2,,
"510","keśas","keśa","Masculine",2,,
"511","kokilas","kokila","Masculine",2,,
"512","koṇas","koṇa","Masculine",2,,
"513","kopas","kopa","Masculine",2,,
"514","koṣṭhas","koṣṭha","Masculine",2,,
"515","kauravas","kaurava","Masculine",2,,
"516","kramas","krama","Masculine",2,,
"517","krīḍakas","krīḍaka","Masculine",2,,
"518","krodhas","krodha","Masculine",2,,
"519","kvāthas","kvātha","Masculine",2,,
"520","kṣas","kṣa","Masculine",2,,
"521","kṣaṇas","kṣaṇa","Masculine",2,,
"522","kṣatriyas","kṣatriya","Masculine",2,,
"523","kṣayas","kṣaya","Masculine",2,,
"524","kṣudrakas","kṣudraka","Masculine",2,,
"525","kṣubdhas","kṣubdha","Masculine",2,,
"526","kṣuras","kṣura","Masculine",2,,
"527","kṣveḍitas","kṣveḍita","Masculine",2,,
"528","khadyotas","khadyota","Masculine",2,,
"529","khanakas","khanaka","Masculine",2,,
"530","khaśas","khaśa","Masculine",2,,
"531","khaṣpas","khaṣpa","Masculine",2,,
"532","khuras","khura","Masculine",2,,
"533","khedas","kheda","Masculine",2,,
"534","gaṅgādharas","gaṅgādhara","Masculine",2,,
"535","gacchas","gaccha","Masculine",2,,
"536","gaṇas","gaṇa","Masculine",2,,
"537","gaṇakas","gaṇaka","Masculine",2,,
"538","gaṇḍas","gaṇḍa","Masculine",2,,
"539","gandhas","gandha","Masculine",2,,
"540","gandharvas","gandharva","Masculine",2,,
"541","garuḍas","garuḍa","Masculine",2,,
